1
20
9.600000000000001 ; 7 , 7 , 0 , 3 , 0 ; 7 , 3 , 2 , 2 , 1 ; 0 , 3 , 1 , 3 , 2 ; 5 , 3 , 1 , 4 , 3 ; 0 , 1 , 2 , 5 , 4 ; 
7.2 ; 7 , 7 , 0 , 3 , 0 ; 7 , 3 , 2 , 2 , 1 ; 0 , 3 , 1 , 3 , 2 ; 5 , 3 , 1 , 4 , 3 ; 0 , 1 , 2 , 5 , 4 ; 
13.200000000000001 ; 7 , 7 , 0 , 3 , 0 ; 7 , 3 , 2 , 2 , 1 ; 0 , 3 , 1 , 3 , 2 ; 5 , 3 , 1 , 4 , 3 ; 0 , 1 , 2 , 5 , 4 ; 
10.200000000000001 ; 7 , 7 , 0 , 3 , 0 ; 7 , 3 , 2 , 2 , 1 ; 0 , 3 , 1 , 3 , 2 ; 5 , 3 , 1 , 4 , 3 ; 0 , 1 , 2 , 5 , 4 ; 
9.0 ; 7 , 7 , 0 , 3 , 0 ; 7 , 3 , 2 , 2 , 1 ; 0 , 3 , 1 , 3 , 2 ; 5 , 3 , 1 , 4 , 3 ; 0 , 1 , 2 , 5 , 4 ; 
11.8 ; 7 , 7 , 0 , 3 , 0 ; 7 , 3 , 2 , 2 , 1 ; 0 , 3 , 1 , 3 , 2 ; 5 , 3 , 1 , 4 , 3 ; 0 , 1 , 2 , 5 , 4 ; 
12.0 ; 7 , 7 , 0 , 3 , 0 ; 7 , 3 , 2 , 2 , 1 ; 0 , 3 , 1 , 3 , 2 ; 5 , 3 , 1 , 4 , 3 ; 0 , 1 , 2 , 5 , 4 ; 
9.200000000000001 ; 7 , 7 , 0 , 3 , 0 ; 7 , 3 , 2 , 2 , 1 ; 0 , 3 , 1 , 3 , 2 ; 5 , 3 , 1 , 4 , 3 ; 0 , 1 , 2 , 5 , 4 ; 
11.200000000000001 ; 7 , 7 , 0 , 3 , 0 ; 7 , 3 , 2 , 2 , 1 ; 0 , 3 , 1 , 3 , 2 ; 5 , 3 , 1 , 4 , 3 ; 0 , 1 , 2 , 5 , 4 ; 
11.0 ; 7 , 7 , 0 , 3 , 0 ; 7 , 3 , 2 , 2 , 1 ; 0 , 3 , 1 , 3 , 2 ; 5 , 3 , 1 , 4 , 3 ; 0 , 1 , 2 , 5 , 4 ; 
10.200000000000001 ; 7 , 7 , 0 , 3 , 0 ; 7 , 3 , 2 , 2 , 1 ; 0 , 3 , 1 , 3 , 2 ; 5 , 3 , 1 , 4 , 3 ; 0 , 1 , 2 , 5 , 4 ; 
10.4 ; 7 , 7 , 0 , 3 , 0 ; 7 , 3 , 2 , 2 , 1 ; 0 , 3 , 1 , 3 , 2 ; 5 , 3 , 1 , 4 , 3 ; 0 , 1 , 2 , 5 , 4 ; 
9.8 ; 7 , 7 , 0 , 3 , 0 ; 7 , 3 , 2 , 2 , 1 ; 0 , 3 , 1 , 3 , 2 ; 5 , 3 , 1 , 4 , 3 ; 0 , 1 , 2 , 5 , 4 ; 
7.800000000000001 ; 7 , 7 , 0 , 3 , 0 ; 7 , 3 , 2 , 2 , 1 ; 0 , 3 , 1 , 3 , 2 ; 5 , 3 , 1 , 4 , 3 ; 0 , 1 , 2 , 5 , 4 ; 
13.000000000000002 ; 7 , 7 , 0 , 3 , 0 ; 7 , 3 , 2 , 2 , 1 ; 0 , 2 , 1 , 3 , 2 ; 5 , 3 , 1 , 4 , 3 ; 0 , 1 , 2 , 5 , 4 ; 
10.200000000000001 ; 7 , 7 , 0 , 3 , 0 ; 7 , 3 , 2 , 2 , 1 ; 0 , 3 , 1 , 3 , 2 ; 5 , 3 , 1 , 4 , 3 ; 0 , 1 , 2 , 5 , 4 ; 
11.200000000000001 ; 7 , 7 , 0 , 3 , 0 ; 7 , 3 , 2 , 2 , 1 ; 0 , 3 , 1 , 3 , 2 ; 5 , 3 , 1 , 4 , 3 ; 0 , 1 , 2 , 5 , 4 ; 
12.000000000000002 ; 7 , 7 , 0 , 3 , 0 ; 7 , 2 , 2 , 2 , 1 ; 0 , 3 , 1 , 3 , 2 ; 5 , 3 , 1 , 4 , 3 ; 0 , 1 , 2 , 5 , 4 ; 
13.8 ; 7 , 7 , 0 , 3 , 0 ; 7 , 3 , 2 , 2 , 1 ; 0 , 3 , 1 , 3 , 2 ; 5 , 3 , 1 , 4 , 3 ; 0 , 1 , 2 , 5 , 4 ; 
0.0 ; 7 , 7 , 0 , 3 , 0 ; 7 , 3 , 2 , 2 , 1 ; 0 , 3 , 1 , 3 , 2 ; 5 , 3 , 1 , 4 , 3 ; 0 , 1 , 2 , 5 , 4 ; 
